assessment_items_images,assessment_items_resources,goal_text,grades,objectives_objective_0_level,objectives_objective_0_text,objectives_objective_1_level,objectives_objective_1_text,objectives_objective_2_level,objectives_objective_2_text,objectives_objective_3_level,objectives_objective_3_text,objectives_objective_4_level,objectives_objective_4_text,objectives_objective_5_level,objectives_objective_5_text,standard_codes,subject,subject_domains,title,udl_adaptations_udl_adaptations_0_text,udl_adaptations_udl_adaptations_0_udl_standard_long_ref,udl_adaptations_udl_adaptations_1_text,udl_adaptations_udl_adaptations_1_udl_standard_long_ref,udl_adaptations_udl_adaptations_2_text,udl_adaptations_udl_adaptations_2_udl_standard_long_ref,udl_adaptations_udl_adaptations_3_text,udl_adaptations_udl_adaptations_3_udl_standard_long_ref,udl_adaptations_udl_adaptations_4_text,udl_adaptations_udl_adaptations_4_udl_standard_long_ref,udl_adaptations_udl_adaptations_5_text,udl_adaptations_udl_adaptations_5_udl_standard_long_ref
,,"By (date), during social time, (name) will maintain a conversation with an unfamiliar peer or adult for at least (6) conversational turns by directly responding to what was said (e.g. share an on-topic comment, ask a follow up question, paraphrase what was said, ask clarification) and refrain from asocial behavior (e.g. invade personal space, interrupt others, make off-topic or inappropriate comments) for (3 out of 3) conversations.","['9', '10', '11', '12']",Mild,"By (date), after a review of a [[ poster summary | poster ]] with conversation starters provided by the teacher immediately before social periods (such as lunch, break or free time), during social time, (name) will maintain a conversation with an unfamiliar peer or adult for at least (6) conversational turns by directly responding to what was said (e.g. share an on-topic comment, ask a follow up question, paraphrase what was said, ask clarification) and refrain from asocial behavior (e.g. invade personal space, interrupt others, make off-topic or inappropriate comments) for (3 out of 3) conversations.

Example On Topic Conversation Poster:
Share an on-topic comment
Ask a follow up question
Paraphrase what was said
Ask clarification",Moderate,"By (date), after a teacher has facilitated [[ Interactive Writing | collaborative writing ]] to create a conversation script, (name) will use the script to maintain a conversation with an unfamiliar peer or adult during a [[ Role Play and Dramatization | role play ]] for at least (4) conversational turns by directly responding to what was said (e.g. share an on-topic comment, ask a follow up question, paraphrase what was said, ask clarification) and refrain from asocial behavior (e.g. invade personal space, interrupt others, make off-topic or inappropriate comments) for (3 out of 3) conversations.",Intense,"By (date), after the teacher and (name) have pre-identified a familiar topic, during social time (e.g. free choice time, lunch or recess), (name) will maintain a conversation on the pre-identified familiar topic with a familiar peer or adult for at least (2) conversational turns by directly responding to what was said utilizing a low-tech or high-tech device (e.g. sentence strips, [[ Picture Choices | picture choices ]], pre-recorded answers and comments on VOCA buttons) to communicate and refrain from asocial behavior (e.g. invade personal space or not respond) for (3 out of 3) conversations.",,,,,,,[],Transition,"['Independent Living', 'Social & Emotional Skills', 'Career Skills']",Sustains Social Conversation,"Taking conversational turns is often a difficult skill for students to master because of the inherit subtly of social skills, conversation changes or unexpected events and unpredictability of discussions. Many students benefit from a teacher modeling his/her thoughts through think alouds and interactive writing. Thinking aloud provides a model for students of the different steps to follow in complex tasks.  Teacher facilitated [[Interactive Writing | collaborative writing ]] to create a conversation script walks students through how to use conversation appropriately. In this case, the script provides examples that can be used in model and [[ Role Play and Dramatization | role play ]] situations. The script can then be used in future conversations with the end goal of the student performing the task independently without the script.","UDL I 3.3 Provide Multiple Means of Representation: Guide information processing, visualization, and manipulation","Students who have difficultly with physical expression or commanding their bodies to perform at certain times, would benefit from low tech or high tech devices or teacher made tools to communicate. Students may communicate through [[ Picture Choices | picture choices ]] for conversation topics/questions, sentence strips or pre-recorded VOCA buttons with answers/comments. The student can speak the answer, point to the answer, or use another mode of communication such as eye gaze.",UDL II 4.1 Provide Multiple Means of Action and Expression: Vary the methods for response and navigation,"A teacher provided review immediately prior to an activity may help support engagement. For students at the mild support level, an effective support strategy could be a review of a conversation [[ poster summary | poster summary ]] immediately before social periods (such as lunch, break or free time). This review would function as a reminder of how they can interact with others, fosters independence and structure, and supports an atmosphere of remaining engaged and on-task.",UDL III 8.3 Provide Multiple Means of Engagement: Foster collaboration and communication,,,,,,
,,"By (date), during social time, (name) will maintain a conversation with an unfamiliar peer or adult for at least (6) conversational turns by directly responding to what was said (e.g. share an on-topic comment, ask a follow up question, paraphrase what was said, ask clarification) and refrain from asocial behavior (e.g. invade personal space, interrupt others, make off-topic or inappropriate comments) for (3 out of 3) conversations.","['9', '10', '11', '12']",Mild,"By (date), after a review of a [[ poster summary | poster ]] with conversation starters provided by the teacher immediately before social periods (such as lunch, break or free time), during social time, (name) will maintain a conversation with an unfamiliar peer or adult for at least (6) conversational turns by directly responding to what was said (e.g. share an on-topic comment, ask a follow up question, paraphrase what was said, ask clarification) and refrain from asocial behavior (e.g. invade personal space, interrupt others, make off-topic or inappropriate comments) for (3 out of 3) conversations.

Example On Topic Conversation Poster:
Share an on-topic comment
Ask a follow up question
Paraphrase what was said
Ask clarification",Moderate,"By (date), after a teacher has facilitated [[ Interactive Writing | collaborative writing ]] to create a conversation script, (name) will use the script to maintain a conversation with an unfamiliar peer or adult during a [[ Role Play and Dramatization | role play ]] for at least (4) conversational turns by directly responding to what was said (e.g. share an on-topic comment, ask a follow up question, paraphrase what was said, ask clarification) and refrain from asocial behavior (e.g. invade personal space, interrupt others, make off-topic or inappropriate comments) for (3 out of 3) conversations.",Intense,"By (date), after the teacher and (name) have pre-identified a familiar topic, during social time (e.g. free choice time, lunch or recess), (name) will maintain a conversation on the pre-identified familiar topic with a familiar peer or adult for at least (2) conversational turns by directly responding to what was said utilizing a low-tech or high-tech device (e.g. sentence strips, [[ Picture Choices | picture choices ]], pre-recorded answers and comments on VOCA buttons) to communicate and refrain from asocial behavior (e.g. invade personal space or not respond) for (3 out of 3) conversations.",,,,,,,[],Transition,"['Independent Living', 'Social & Emotional Skills', 'Career Skills']",Sustains Social Conversation,"Taking conversational turns is often a difficult skill for students to master because of the inherit subtly of social skills, conversation changes or unexpected events and unpredictability of discussions. Many students benefit from a teacher modeling his/her thoughts through think alouds and interactive writing. Thinking aloud provides a model for students of the different steps to follow in complex tasks.  Teacher facilitated [[Interactive Writing | collaborative writing ]] to create a conversation script walks students through how to use conversation appropriately. In this case, the script provides examples that can be used in model and [[ Role Play and Dramatization | role play ]] situations. The script can then be used in future conversations with the end goal of the student performing the task independently without the script.","UDL I 3.3 Provide Multiple Means of Representation: Guide information processing, visualization, and manipulation","Students who have difficultly with physical expression or commanding their bodies to perform at certain times, would benefit from low tech or high tech devices or teacher made tools to communicate. Students may communicate through [[ Picture Choices | picture choices ]] for conversation topics/questions, sentence strips or pre-recorded VOCA buttons with answers/comments. The student can speak the answer, point to the answer, or use another mode of communication such as eye gaze.",UDL II 4.1 Provide Multiple Means of Action and Expression: Vary the methods for response and navigation,"A teacher provided review immediately prior to an activity may help support engagement. For students at the mild support level, an effective support strategy could be a review of a conversation [[ poster summary | poster summary ]] immediately before social periods (such as lunch, break or free time). This review would function as a reminder of how they can interact with others, fosters independence and structure, and supports an atmosphere of remaining engaged and on-task.",UDL III 8.3 Provide Multiple Means of Engagement: Foster collaboration and communication,,,,,,
,,"By (date), given a [[ schedules | schedule ]] for school or work (e.g. start time, break/lunch time, and end time), (name) will follow the schedule to arrive to class/work on time, take the mandated break at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.","['9', '10', '11', '12']",Mild,"By (date), given a [[ schedules | schedule ]] for school or work (e.g. start time, break/lunch time, and end time), (name) will use the schedule and a [[ Self-Monitoring | self-monitoring ]] check list to track his/her punctuality and arrive to class/work on time, take the mandated break at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.",Moderate,"By (date), given a [[ Visual Task Schedule | visual task schedule ]] for school or work (e.g. with start times and visual icons for each activity), (name) will use the schedule and a [[ timer | timer ]] to keep track of time and arrive to class/work on time, take the mandated break at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.",Intense,"By (date), given a daily classroom [[ Visual Task Schedule | visual task schedule ]] (e.g. start time, break/lunch time, and end time), [[ Realia | realia items ]] to represent each task on the schedule, and verbal and gestural prompts (e.g. predetermined hand gesture to signal a 5 minute warning before a transition) to the current and next step in the schedule provided by the teacher, (name) will arrive to class/work on time, take the mandated break(s) at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.",,,,,,,[],Transition,"['Employment', 'Career Skills', 'Social & Emotional Skills']",Punctuality at School or Work,A student who has trouble keeping track of time and following a schedule can benefit from reviewing a [[ Visual Task Schedule | visual task schedule ]] with blocks of time represented by an icon or picture. Students who have trouble keeping track of time can also benefit from physically moving [[ Counters | counters ]] for each hour.  These supports can help students practice time awareness and following a schedule.,"UDL I 2.3 Provide Multiple Means of Representation: Support decoding text, mathematical notation, and symbols","Students might not be highly engaged if just handed a daily schedule in text format, but with [[ Realia | realia items ]] to represent each task on the schedule, it is much more engaging. It is also easier for some students to understand what to do at each time/step in the schedule, and more authentic for them to understand.","UDL III 7.2 Provide Multiple Means of Engagement: Optimize relevance, value, and authenticity",Empowering students to monitor their own learning and progress is vital to enhance learning and student-directed outcomes. Items such as a [[ Timer | timer ]] and a [[ Self-Monitoring | self-monitoring ]] check list allow students to have immediate feedback on his/her performance. Teachers can encourage students to use their own devices such a phone or clock to manage their time.,UDL II 6.4 Provide Multiple Means of Action and Expression: Enhance capacity for monitoring progress,,,,,,
,,"By (date), given a [[ schedules | schedule ]] for school or work (e.g. start time, break/lunch time, and end time), (name) will follow the schedule to arrive to class/work on time, take the mandated break at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.","['9', '10', '11', '12']",Mild,"By (date), given a [[ schedules | schedule ]] for school or work (e.g. start time, break/lunch time, and end time), (name) will use the schedule and a [[ Self-Monitoring | self-monitoring ]] check list to track his/her punctuality and arrive to class/work on time, take the mandated break at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.",Moderate,"By (date), given a [[ Visual Task Schedule | visual task schedule ]] for school or work (e.g. with start times and visual icons for each activity), (name) will use the schedule and a [[ timer | timer ]] to keep track of time and arrive to class/work on time, take the mandated break at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.",Intense,"By (date), given a daily classroom [[ Visual Task Schedule | visual task schedule ]] (e.g. start time, break/lunch time, and end time), [[ Realia | realia items ]] to represent each task on the schedule, and verbal and gestural prompts (e.g. predetermined hand gesture to signal a 5 minute warning before a transition) to the current and next step in the schedule provided by the teacher, (name) will arrive to class/work on time, take the mandated break(s) at the correct time, and end class/work on time, for each day of scheduled class/work for (4 out of 4) weeks.",,,,,,,[],Transition,"['Employment', 'Career Skills', 'Social & Emotional Skills']",Punctuality at School or Work,A student who has trouble keeping track of time and following a schedule can benefit from reviewing a [[ Visual Task Schedule | visual task schedule ]] with blocks of time represented by an icon or picture. Students who have trouble keeping track of time can also benefit from physically moving [[ Counters | counters ]] for each hour.  These supports can help students practice time awareness and following a schedule.,"UDL I 2.3 Provide Multiple Means of Representation: Support decoding text, mathematical notation, and symbols","Students might not be highly engaged if just handed a daily schedule in text format, but with [[ Realia | realia items ]] to represent each task on the schedule, it is much more engaging. It is also easier for some students to understand what to do at each time/step in the schedule, and more authentic for them to understand.","UDL III 7.2 Provide Multiple Means of Engagement: Optimize relevance, value, and authenticity",Empowering students to monitor their own learning and progress is vital to enhance learning and student-directed outcomes. Items such as a [[ Timer | timer ]] and a [[ Self-Monitoring | self-monitoring ]] check list allow students to have immediate feedback on his/her performance. Teachers can encourage students to use their own devices such a phone or clock to manage their time.,UDL II 6.4 Provide Multiple Means of Action and Expression: Enhance capacity for monitoring progress,,,,,,
,,"By (date) after acceptance to his/her post-secondary school/institution of choice, (name) will self-identify and request accommodations provided through the American with Disabilities Act by contacting (e.g. email, visit in person, or call) the school’s Disability Services office and completing all necessary steps to request accommodations from his/her future school.","['9', '10', '11', '12']",Mild,"By (date) after acceptance to his/her post-secondary school/institution of choice and given copies of personal documentation (e.g. Final Transition IEP, SOP, Psycho-educational Evaluations, etc), (name) will contact (e.g. email, visit in person, or call) the school’s Disability Services office to self-identify to request accommodations from his/her future school.",Moderate,"By (date) after acceptance to his/her post-secondary school/institution of choice and given copies of personal documentation (e.g. Final Transition IEP, SOP, Psycho-educational Evaluations, etc), and given contact information (name, title, telephone number, website, and/or email address) for the school's Disabilities Services office, (name) will contact (e.g. email, visit in person, or call) the office to self-identify to request accommodations from his/her future school.",Intense,"By (date) after acceptance to his/her post-secondary school/institution of choice and given copies of personal documentation (e.g. Final Transition IEP, SOP, Psycho-educational Evaluations, etc), given the contact information for the school's Disabilities Services office, and given teacher assistance (e.g. verbal prompting or hand-over-hand support), (name, title, telephone number, website, and/or email address), (name) will contact (e.g. email, visit in person, or call) the office to self-identify to request accommodations from his/her future school.",,,,,,,[],Transition,"['Education & Training', 'Adult School & Services', 'College Exploration']",Accessing Post-Secondary Disability Services,"Allowing the student the opportunity to know if he/she is accomplishing a required tasks, the teacher may ask the student to [[ Self-Monitoring | self-monitor ]] the progress being made towards meeting those expectations. A simple sheet where he/she may have the contact information of the post-secondary institutions, along with a time-frame in which to contact them may be an appropriate way of self-monitoring for a high school student.",UDL III 8.4 Provide Multiple Means of Engagement: Increase mastery-oriented feedback,"For students who require more support, a good way to simplify this task is by giving the student some [[ Reference Materials | reference materials]]. These may include the names, email addresses, websites and telephone numbers to different institutions' Disability Services offices.",UDL I 3.4 Provide Multiple Means of Representation: Maximize transfer and generalization,"A [[ Writing Checklist | writing checklist ]] would be a favorable aid for students who have difficulty managing information. In this checklist, the teacher, may include a set of sequential questions that the student will need to ask when contacting the Disability Services office of his port-secondary school of choice. In addition to sample questions, this writing checklist may include the contact information, dates contacts were made and the date of scheduled appointment.",UDL II 6.3 Provide Multiple Means of Action and Expression: Facilitate managing information and resources,,,,,,
,,"By (date) after acceptance to his/her post-secondary school/institution of choice, (name) will self-identify and request accommodations provided through the American with Disabilities Act by contacting (e.g. email, visit in person, or call) the school’s Disability Services office and completing all necessary steps to request accommodations from his/her future school.","['9', '10', '11', '12']",Mild,"By (date) after acceptance to his/her post-secondary school/institution of choice and given copies of personal documentation (e.g. Final Transition IEP, SOP, Psycho-educational Evaluations, etc), (name) will contact (e.g. email, visit in person, or call) the school’s Disability Services office to self-identify to request accommodations from his/her future school.",Moderate,"By (date) after acceptance to his/her post-secondary school/institution of choice and given copies of personal documentation (e.g. Final Transition IEP, SOP, Psycho-educational Evaluations, etc), and given contact information (name, title, telephone number, website, and/or email address) for the school's Disabilities Services office, (name) will contact (e.g. email, visit in person, or call) the office to self-identify to request accommodations from his/her future school.",Intense,"By (date) after acceptance to his/her post-secondary school/institution of choice and given copies of personal documentation (e.g. Final Transition IEP, SOP, Psycho-educational Evaluations, etc), given the contact information for the school's Disabilities Services office, and given teacher assistance (e.g. verbal prompting or hand-over-hand support), (name, title, telephone number, website, and/or email address), (name) will contact (e.g. email, visit in person, or call) the office to self-identify to request accommodations from his/her future school.",,,,,,,[],Transition,"['Education & Training', 'Adult School & Services', 'College Exploration']",Accessing Post-Secondary Disability Services,"Allowing the student the opportunity to know if he/she is accomplishing a required tasks, the teacher may ask the student to [[ Self-Monitoring | self-monitor ]] the progress being made towards meeting those expectations. A simple sheet where he/she may have the contact information of the post-secondary institutions, along with a time-frame in which to contact them may be an appropriate way of self-monitoring for a high school student.",UDL III 8.4 Provide Multiple Means of Engagement: Increase mastery-oriented feedback,"For students who require more support, a good way to simplify this task is by giving the student some [[ Reference Materials | reference materials]]. These may include the names, email addresses, websites and telephone numbers to different institutions' Disability Services offices.",UDL I 3.4 Provide Multiple Means of Representation: Maximize transfer and generalization,"A [[ Writing Checklist | writing checklist ]] would be a favorable aid for students who have difficulty managing information. In this checklist, the teacher, may include a set of sequential questions that the student will need to ask when contacting the Disability Services office of his port-secondary school of choice. In addition to sample questions, this writing checklist may include the contact information, dates contacts were made and the date of scheduled appointment.",UDL II 6.3 Provide Multiple Means of Action and Expression: Facilitate managing information and resources,,,,,,
,,"By (date), after being given a choice of (2) non-academic tasks by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom) and completing (1) of the tasks, (name) will complete a reflective writing activity by assigning a score (1-5) to each of the following categories: previous experience with task, execution of task, ability to request clarification/help, and level of fulfillment for (2 out of 3) non-academic tasks performed.","['9', '10', '11', '12']",Mild,"By (date), after being given a choice of (2) non-academic tasks by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom) and completing (1) of the tasks, (name) will complete a reflective writing activity by assigning a score (1-5) to each of the following categories: execution of task and level of fulfillment for (2 out of 3) non-academic tasks performed.",Moderate,"By (date), after being given a choice of (2) non-academic tasks by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom) and teacher verbal prompts (e.g. ""What is your next step?"", ""Don't forget to..""), (name) will complete (1) of the tasks and a reflective writing activity by assigning a score (1-5) to each of the following categories: execution of task and level of fulfillment for (2 out of 3) non-academic tasks performed.",Intense,"By (date), after seeing (2) non-academic tasks demonstrated by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom at the end of the day, etc), (name) will chose (1) non-academic task based on which one he/she believes he/she may perform better and with physical support provided by the teacher (e.g. hand-over-hand support) will complete (1) of the tasks for (2 out of 3) non-academic tasks.",,,,,,,[],Transition,"['Employment', 'Career Skills']",Work Readiness,"[[ Learning Logs | Learning log ]] can be used to encourage self-reflection and engagement. The student may keep track of the non-academic tasks he/she has performed in a learning log. He /she may describe the non-academic task in one column, and a short reflection on the other column along with a self-given rating (1-5, 1 being not very good at the task, and 5 being extremely good at the task) of how he/she performed.",UDL III 9.3 Provide Multiple Means of Engagement: Develop self-assessment and reflection,"[[ Self-Monitoring | Self-monitoring ]] is a great tool that may be used to help students self reflect. In this case, the teacher may provide a chart with all the non-academic tasks available in class, a brief description, and a self-assigned score. The student may refer back to this self-monitoring chart over a period of time, and see based on previous scores how much improvement there has been and which areas he/she may need to work on enhancing or develop.",UDL II 6.4 Provide Multiple Means of Action and Expression: Enhance capacity for monitoring progress,"For students who require more support, the teacher may offer to [[ Role Play and Dramatization  | role play ]] and demonstrate the task that he/she needs to perform. Thus, giving the opportunity for the student to see how the task is to be performed and listen to the directions as well.",UDL I 1.3 Provide Multiple Means of Representation: Offer alternatives for visual information,,,,,,
,,"By (date), after being given a choice of (2) non-academic tasks by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom) and completing (1) of the tasks, (name) will complete a reflective writing activity by assigning a score (1-5) to each of the following categories: previous experience with task, execution of task, ability to request clarification/help, and level of fulfillment for (2 out of 3) non-academic tasks performed.","['9', '10', '11', '12']",Mild,"By (date), after being given a choice of (2) non-academic tasks by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom) and completing (1) of the tasks, (name) will complete a reflective writing activity by assigning a score (1-5) to each of the following categories: execution of task and level of fulfillment for (2 out of 3) non-academic tasks performed.",Moderate,"By (date), after being given a choice of (2) non-academic tasks by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom) and teacher verbal prompts (e.g. ""What is your next step?"", ""Don't forget to..""), (name) will complete (1) of the tasks and a reflective writing activity by assigning a score (1-5) to each of the following categories: execution of task and level of fulfillment for (2 out of 3) non-academic tasks performed.",Intense,"By (date), after seeing (2) non-academic tasks demonstrated by his/her teacher (e.g. run errands for teacher, collect classroom materials, arrange/tidy classroom at the end of the day, etc), (name) will chose (1) non-academic task based on which one he/she believes he/she may perform better and with physical support provided by the teacher (e.g. hand-over-hand support) will complete (1) of the tasks for (2 out of 3) non-academic tasks.",,,,,,,[],Transition,"['Employment', 'Career Skills']",Work Readiness,"[[ Learning Logs | Learning log ]] can be used to encourage self-reflection and engagement. The student may keep track of the non-academic tasks he/she has performed in a learning log. He /she may describe the non-academic task in one column, and a short reflection on the other column along with a self-given rating (1-5, 1 being not very good at the task, and 5 being extremely good at the task) of how he/she performed.",UDL III 9.3 Provide Multiple Means of Engagement: Develop self-assessment and reflection,"[[ Self-Monitoring | Self-monitoring ]] is a great tool that may be used to help students self reflect. In this case, the teacher may provide a chart with all the non-academic tasks available in class, a brief description, and a self-assigned score. The student may refer back to this self-monitoring chart over a period of time, and see based on previous scores how much improvement there has been and which areas he/she may need to work on enhancing or develop.",UDL II 6.4 Provide Multiple Means of Action and Expression: Enhance capacity for monitoring progress,"For students who require more support, the teacher may offer to [[ Role Play and Dramatization  | role play ]] and demonstrate the task that he/she needs to perform. Thus, giving the opportunity for the student to see how the task is to be performed and listen to the directions as well.",UDL I 1.3 Provide Multiple Means of Representation: Offer alternatives for visual information,,,,,,
,,"By (date), when verbally given (3) different travel options to/from school (e.g. school bus, public transportation, parent), (name) will  select a travel option and make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time, for (5 out of 5) school days for at least (25) weeks.","['9', '10', '11', '12']",Mild,"By (date), when verbally given (2) different travel options to/from school (e.g. school bus, public transportation, parent), (name) will  select a travel option and make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time using a [[reference materials|pre-made list]] (e.g. lists the things to check for each mode of travel, such as bus fare/card, route map, emergency phone numbers, etc.), for (5 out of 5) school days for at least (25) weeks.",Moderate,"By (date), when assigned a method of travel to/from school (e.g. school bus, public transportation, parent), (name) will make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time using a [[reference materials|pre-made list]] (e.g. things to check before leaving home, such as bus fare/card, route map, emergency phone numbers etc.), for (4 out of 5) school days for at least (25) weeks.",Intense,"By (date), after [[role play and dramatization|role-playing]] what to do before, during, and after using a mode of transportation to commute to/from school, when assigned a method of travel to/from school (e.g. school bus, public transportation, parent) and a [[peer buddies|travel buddy]], (name) will make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time using a [[visual task schedule|pre-made check-off list]] (e.g. Student checks off each step needed to use a mode of transportation, 1. go to bus website, 2. check bus schedule for pickup/dropoff times, etc.), for (4 out of 5) school days for at least (25) weeks.",,,,,,,[],Transition,"['Independent Living', 'Daily Living Skills']",Travel To/From School,"Through the use of [[ Social Supports| social supports ]], students in need of development of non-academic tasks (such as getting to/from school), may benefit greatly from identifying or being assigned a classmate in which he/she may rely on. In this case, knowing a classmate that may live close, having his/her phone number, as an alternative method to get to/from school.",UDL III 8.3 Provide Multiple Means of Engagement: Foster collaboration and communication,"A [[ Problem Solving Checklist | problem solving checklist ]]would provide the student with a true and tried solution to a problem. In this case, he/she would have a problem solving checklist which outlines what necessary steps he/she needs to take in case he/she needs to use an alternate method of transportation to get to/from school. For example, if he/she misses the school bus, then check the public bus schedule to see if he/she can take the public bus. If it is too late for the public bus, then call a friend to get a ride to school.",UDL II 6.4 Provide Multiple Means of Action and Expression: Enhance capacity for monitoring progress,"Implementing a [[ Visual Task Schedule | visual task schedule ]] at home, may provide the student with prompts for time management. Making sure that he/she wakes up by a specific time, shower and dress by a specific time, eats breakfast by a specific time, and is ready to get to school by a specific time.",UDL I 1.3 Provide Multiple Means of Representation: Offer alternatives for visual information,,,,,,
,,"By (date), when verbally given (3) different travel options to/from school (e.g. school bus, public transportation, parent), (name) will  select a travel option and make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time, for (5 out of 5) school days for at least (25) weeks.","['9', '10', '11', '12']",Mild,"By (date), when verbally given (2) different travel options to/from school (e.g. school bus, public transportation, parent), (name) will  select a travel option and make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time using a [[reference materials|pre-made list]] (e.g. lists the things to check for each mode of travel, such as bus fare/card, route map, emergency phone numbers, etc.), for (5 out of 5) school days for at least (25) weeks.",Moderate,"By (date), when assigned a method of travel to/from school (e.g. school bus, public transportation, parent), (name) will make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time using a [[reference materials|pre-made list]] (e.g. things to check before leaving home, such as bus fare/card, route map, emergency phone numbers etc.), for (4 out of 5) school days for at least (25) weeks.",Intense,"By (date), after [[role play and dramatization|role-playing]] what to do before, during, and after using a mode of transportation to commute to/from school, when assigned a method of travel to/from school (e.g. school bus, public transportation, parent) and a [[peer buddies|travel buddy]], (name) will make arrangements (e.g. talk to parent, check bus schedule online) to arrive at school on time using a [[visual task schedule|pre-made check-off list]] (e.g. Student checks off each step needed to use a mode of transportation, 1. go to bus website, 2. check bus schedule for pickup/dropoff times, etc.), for (4 out of 5) school days for at least (25) weeks.",,,,,,,[],Transition,"['Independent Living', 'Daily Living Skills']",Travel To/From School,"Through the use of [[ Social Supports| social supports ]], students in need of development of non-academic tasks (such as getting to/from school), may benefit greatly from identifying or being assigned a classmate in which he/she may rely on. In this case, knowing a classmate that may live close, having his/her phone number, as an alternative method to get to/from school.",UDL III 8.3 Provide Multiple Means of Engagement: Foster collaboration and communication,"A [[ Problem Solving Checklist | problem solving checklist ]]would provide the student with a true and tried solution to a problem. In this case, he/she would have a problem solving checklist which outlines what necessary steps he/she needs to take in case he/she needs to use an alternate method of transportation to get to/from school. For example, if he/she misses the school bus, then check the public bus schedule to see if he/she can take the public bus. If it is too late for the public bus, then call a friend to get a ride to school.",UDL II 6.4 Provide Multiple Means of Action and Expression: Enhance capacity for monitoring progress,"Implementing a [[ Visual Task Schedule | visual task schedule ]] at home, may provide the student with prompts for time management. Making sure that he/she wakes up by a specific time, shower and dress by a specific time, eats breakfast by a specific time, and is ready to get to school by a specific time.",UDL I 1.3 Provide Multiple Means of Representation: Offer alternatives for visual information,,,,,,
