assessment_items_images,assessment_items_resources,goal_text,grades,objectives_objective_0_level,objectives_objective_0_text,objectives_objective_1_level,objectives_objective_1_text,objectives_objective_2_level,objectives_objective_2_text,objectives_objective_3_level,objectives_objective_3_text,objectives_objective_4_level,objectives_objective_4_text,objectives_objective_5_level,objectives_objective_5_text,standard_codes,subject,subject_domains,title,udl_adaptations_udl_adaptations_0_text,udl_adaptations_udl_adaptations_0_udl_standard_long_ref,udl_adaptations_udl_adaptations_1_text,udl_adaptations_udl_adaptations_1_udl_standard_long_ref,udl_adaptations_udl_adaptations_2_text,udl_adaptations_udl_adaptations_2_udl_standard_long_ref,udl_adaptations_udl_adaptations_3_text,udl_adaptations_udl_adaptations_3_udl_standard_long_ref,udl_adaptations_udl_adaptations_4_text,udl_adaptations_udl_adaptations_4_udl_standard_long_ref,udl_adaptations_udl_adaptations_5_text,udl_adaptations_udl_adaptations_5_udl_standard_long_ref
,,"By (date), given a piece of masking tape on the floor and a verbal cue (e.g. “Jump forward as far as you can.""), (name) will jump forward from the tape, landing at least (24) inches away, using a two-footed takeoff and landing, for (3 of 4) jumping attempts.",['Pre-K'],Mild,"By (date), given a piece of masking tape on the floor and verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Jump forward like this,"" while teacher models jumping forward with two feet), (name) will jump forward from the tape, landing at least (24) inches away, using a two-footed takeoff and landing, with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Jump and land on both feet.”), for (3 of 4) jumping attempts.",Moderate,"By (date), given a piece of masking tape on the floor and a verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Jump over the tape like this,"" while teacher models jumping over the tape with two feet), (name) will jump over the tape, taking off and landing with two feet, without falling, and with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Jump and land on both feet.""), for (3 of 4) jumping attempts.",Intense,"By (date), given a verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Squat down like me,” while teacher holds squat position facing student), (name) will move into a squat position, with no more than mild [[graduated guidance|physical guidance]] by the teacher, for a minimum of (20) seconds, for (3 of 4) squats. 
 
Example of Mild Physical Guidance: Teacher can assist by holding  both hands and gently guiding student into the squat position.",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Jump Forward,"Use [[Visual Aids|visual aids]] to help a student learn jumping skills. Examples include a line of masking tape that a child must jump over, or a target (e.g. an “X” made out of masking tape) that they can jump onto (when jumping off an object) or towards (when jumping for distance). These are useful for children who may not understand verbal directions and can provide increased motivation by making the task more game-like.",UDL I 2.5 Provide Multiple Means of Representation: Illustrate through multiple media,"Use [[Graduated Guidance|graduated guidance]] to ease student apprehension when engaging in jumping activities. Decreased balance or fear of falling may make pre-jumping skills, such as squatting, difficult for students with significant impairments. Initially, hold both of the student’s hands, and then one hand, as he learns to squat. Slowly decrease the amount of guidance as a student builds proficiency.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,"Incorporate [[Task Variation|Task variation]] to help students who are reluctant jumpers or who have difficulty with the motor planning involved in jumping. For example, play a game involving jumping in place (i.e. a previously-mastered task) as well as jumping forward (i.e. new task). Or, try another game involving jumping or stepping off small steps (i.e. previously-mastered task) as well as larger steps (i.e. new task). By interspersing related previously-mastered tasks with new learning, students carry over confidence from the mastered task to the new one.",UDL III 7.3 Provide Multiple Means of Engagement: Minimize threats and distractions,,,,,,
,,"By (date), given a piece of masking tape on the floor and a verbal cue (e.g. “Jump forward as far as you can.""), (name) will jump forward from the tape, landing at least (24) inches away, using a two-footed takeoff and landing, for (3 of 4) jumping attempts.",['Pre-K'],Mild,"By (date), given a piece of masking tape on the floor and verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Jump forward like this,"" while teacher models jumping forward with two feet), (name) will jump forward from the tape, landing at least (24) inches away, using a two-footed takeoff and landing, with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Jump and land on both feet.”), for (3 of 4) jumping attempts.",Moderate,"By (date), given a piece of masking tape on the floor and a verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Jump over the tape like this,"" while teacher models jumping over the tape with two feet), (name) will jump over the tape, taking off and landing with two feet, without falling, and with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Jump and land on both feet.""), for (3 of 4) jumping attempts.",Intense,"By (date), given a verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Squat down like me,” while teacher holds squat position facing student), (name) will move into a squat position, with no more than mild [[graduated guidance|physical guidance]] by the teacher, for a minimum of (20) seconds, for (3 of 4) squats. 
 
Example of Mild Physical Guidance: Teacher can assist by holding  both hands and gently guiding student into the squat position.",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Jump Forward,"Use [[Visual Aids|visual aids]] to help a student learn jumping skills. Examples include a line of masking tape that a child must jump over, or a target (e.g. an “X” made out of masking tape) that they can jump onto (when jumping off an object) or towards (when jumping for distance). These are useful for children who may not understand verbal directions and can provide increased motivation by making the task more game-like.",UDL I 2.5 Provide Multiple Means of Representation: Illustrate through multiple media,"Use [[Graduated Guidance|graduated guidance]] to ease student apprehension when engaging in jumping activities. Decreased balance or fear of falling may make pre-jumping skills, such as squatting, difficult for students with significant impairments. Initially, hold both of the student’s hands, and then one hand, as he learns to squat. Slowly decrease the amount of guidance as a student builds proficiency.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,"Incorporate [[Task Variation|Task variation]] to help students who are reluctant jumpers or who have difficulty with the motor planning involved in jumping. For example, play a game involving jumping in place (i.e. a previously-mastered task) as well as jumping forward (i.e. new task). Or, try another game involving jumping or stepping off small steps (i.e. previously-mastered task) as well as larger steps (i.e. new task). By interspersing related previously-mastered tasks with new learning, students carry over confidence from the mastered task to the new one.",UDL III 7.3 Provide Multiple Means of Engagement: Minimize threats and distractions,,,,,,
,,"By (date), given an (8-10 inch) ball placed at the feet and a verbal cue (e.g. “Kick the ball to me.”), (name) will extend the kicking leg backward with a bent knee and then kick the ball at least (6) feet with no more than (1) additional verbal prompt (e.g. “Try to get the ball to my feet.”) for (3 out of 4) kicking attempts.",['Pre-K'],Mild,"By (date), after viewing a [[video|video clip]] that illustrates kicking a ball (e.g. soccer or kickball) and given an (8-10 inch) ball placed at the feet and a verbal cue (e.g. “Kick the ball to me.”), (name) will extend the kicking leg backward with a bent knee and then kick the ball at least (6) feet with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Try to get the ball to my feet.”) for (3 out of 4) kicking attempts.",Moderate,"By (date), given an (8-10 inch) ball placed at the feet, cones spread (4) feet apart and (4) feet away from the student, and a verbal cue (e.g. “Kick the ball between the cones.”), (name) will kick the ball forward between the cones with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Be careful not to hit the cones,”) for (3 out of 4) kicking attempts.",Intense,"By (date), given a ball placed at the feet and verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Kick the ball like this,” while the teacher models kicking the ball forward), (name) will lift a foot and make contact with the ball without falling, with no more than (1) instance of brief [[graduated guidance|physical assistance]] (e.g. an outstretched hand to grab for balance) for (3 out of 4) kicking attempts.",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Kick a Ball,"Use [[Video|videos]] to help students better understand the concept of kicking. While some prekindergarten students will have been exposed to kicking a ball as a fun activity or part of a game, others will not have. Watching a video of a game of soccer or kick-ball can serve as a powerful motivator to learn to kick.",UDL I 2.5 Provide Multiple Means of Representation: Illustrate through multiple media,Encourage collaboration by including [[Peer Buddies|peer buddies]] while practicing kicking. Kicking a ball back and forth is a social activity and it is very appropriate for children to practice together. A peer buddy can serve as an additional role model for the child to emulate and improve participation while practicing a task that is challenging.,UDL II 4.1 Provide Multiple Means of Action and Expression: Vary the methods for response and navigation,"Include [[Task Variation|task variation]] to allow students learning to kick to build upon previously learned skills as the more difficult skills are being learned. For the child who has mastered kicking into a goal (or between cones), but cannot yet kick into a smaller target (e.g. a person’s feet), use the goal for several kicks between attempts to kick towards a smaller target. Similarly, if a child is struggling to touch her foot to the ball, intersperse slow marching in place, such that the child must repeatedly stand on one foot.",UDL III 9.1 Provide Multiple Means of Engagement: Promote expectations and beliefs that optimize motivation,,,,,,
,,"By (date), given an (8-10 inch) ball placed at the feet and a verbal cue (e.g. “Kick the ball to me.”), (name) will extend the kicking leg backward with a bent knee and then kick the ball at least (6) feet with no more than (1) additional verbal prompt (e.g. “Try to get the ball to my feet.”) for (3 out of 4) kicking attempts.",['Pre-K'],Mild,"By (date), after viewing a [[video|video clip]] that illustrates kicking a ball (e.g. soccer or kickball) and given an (8-10 inch) ball placed at the feet and a verbal cue (e.g. “Kick the ball to me.”), (name) will extend the kicking leg backward with a bent knee and then kick the ball at least (6) feet with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Try to get the ball to my feet.”) for (3 out of 4) kicking attempts.",Moderate,"By (date), given an (8-10 inch) ball placed at the feet, cones spread (4) feet apart and (4) feet away from the student, and a verbal cue (e.g. “Kick the ball between the cones.”), (name) will kick the ball forward between the cones with no more than (1) additional [[verbal prompting|verbal prompt]] (e.g. “Be careful not to hit the cones,”) for (3 out of 4) kicking attempts.",Intense,"By (date), given a ball placed at the feet and verbal cue paired with a [[modeling behaviors|visual demonstration]] (e.g. “Kick the ball like this,” while the teacher models kicking the ball forward), (name) will lift a foot and make contact with the ball without falling, with no more than (1) instance of brief [[graduated guidance|physical assistance]] (e.g. an outstretched hand to grab for balance) for (3 out of 4) kicking attempts.",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Kick a Ball,"Use [[Video|videos]] to help students better understand the concept of kicking. While some prekindergarten students will have been exposed to kicking a ball as a fun activity or part of a game, others will not have. Watching a video of a game of soccer or kick-ball can serve as a powerful motivator to learn to kick.",UDL I 2.5 Provide Multiple Means of Representation: Illustrate through multiple media,Encourage collaboration by including [[Peer Buddies|peer buddies]] while practicing kicking. Kicking a ball back and forth is a social activity and it is very appropriate for children to practice together. A peer buddy can serve as an additional role model for the child to emulate and improve participation while practicing a task that is challenging.,UDL II 4.1 Provide Multiple Means of Action and Expression: Vary the methods for response and navigation,"Include [[Task Variation|task variation]] to allow students learning to kick to build upon previously learned skills as the more difficult skills are being learned. For the child who has mastered kicking into a goal (or between cones), but cannot yet kick into a smaller target (e.g. a person’s feet), use the goal for several kicks between attempts to kick towards a smaller target. Similarly, if a child is struggling to touch her foot to the ball, intersperse slow marching in place, such that the child must repeatedly stand on one foot.",UDL III 9.1 Provide Multiple Means of Engagement: Promote expectations and beliefs that optimize motivation,,,,,,
,,"By (date), given a verbal two-step direction, (name) will complete the direction with no more than (2) additional verbal prompts for (4 out of 5) structured tasks. 

Example of Verbal Two-Step Direction: “Place a drop of glue on your paper, then cover the drop of glue with a cotton ball.” 

Example of Additional Verbal Prompt: ""Your glue is on the paper. Put the cotton ball right on top of the glue drop.""",['Pre-K'],Mild,"By (date), given a verbal two-step direction paired with a [[modeling behaviors|visual demonstration]], (name) will complete the direction with no more than (2) additional [[verbal prompting|verbal prompts]] for (4 out of 5) structured tasks. 

Example of Verbal Two-Step Direction Paired with a Visual Demonstration: Teacher says, “Place a drop of glue on your paper, then cover the drop of glue with a cotton ball,” while modeling placing a drop of glue on the paper and covering it with a cotton ball. 
 

Example of Additional Verbal Prompt: ""Your glue is on the paper. Put the cotton ball on top of the glue drop.""",Moderate,"By (date), given a verbal one-step direction paired with a [[modeling behaviors|visual demonstration]], (name) will complete the direction with no more than (2) instances of [[graduated guidance|physical assistance]] from a teacher for (4 out of 5) structured tasks. 

Example of Verbal One-Step Direction Paired with a Visual Demonstration: Teacher says, “I put a large drop of glue on the paper. Set the cotton ball on the glue,” while demonstrating placing a cotton ball on a drop of glue. 

Examples of Physical Assistance: Teacher helps guide student's hand so that it is directly over the cotton ball. Teacher places hands over the student's hand to help grasp the cotton ball.",Intense,"By (date), given a [[verbal prompting|verbal prompt]] paired with a [[visual cueing|visual gesture]] by a teacher, (name) will respond by turning body and eye-gazing toward the teacher with no more than (2) [[graduated guidance|physical cues]] for (4 out of 5) interactions.

Example of Verbal Prompt Paired with a Visual Gesture: Teacher says, “Look over here at me!” while waving.

Example of Physical Cues: Teacher gently taps student's shoulder. Teacher gently lifts student's hand to point towards teacher's face.",,,,,,,[],Pre-Kindergarten,"['Communication', 'English Language Arts & Literacy']",Respond to Spoken Language,"Utilize [[Modeling Behaviors|visual modeling]] as an adjunct to spoken language. Physically modeling structured tasks supports students still working to comprehend verbal directions. Watching a teacher perform a structured task, such as constructing a simple craft or hand-washing, motivates young learners eager to assert their independence.",UDL III 9.1 Provide Multiple Means of Engagement: Promote expectations and beliefs that optimize motivation,"Offer students short, specific [[verbal prompting|verbal prompts]] as they are learning to respond to multi-step verbal directions. Verbal prompts reinforce aspects of the directions that the student finds difficult such as, ""You might need to squeeze the glue bottle a little harder."" Prompts are also used to activate memory as students work to retain directions such as, ""You've completed the first step. Now place the cotton ball on the glue.""",UDL I 3.1 Provide Multiple Means of Representation: Activate or supply background knowledge,"Provide [[Graduated Guidance|physical assistance]] to students carrying out verbal directions. Physically support students still building the fine-motor skills needed to complete structured tasks, such as squeezing a glue bottle or grasping a small object. Physical assistance also enhances comprehension of the spoken directions by showing the exact method of completing the directions. For instance, a teacher can place her hands over the student's to support rinsing during hand-washing.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,,,,,,
,,"By (date), given a verbal two-step direction, (name) will complete the direction with no more than (2) additional verbal prompts for (4 out of 5) structured tasks. 

Example of Verbal Two-Step Direction: “Place a drop of glue on your paper, then cover the drop of glue with a cotton ball.” 

Example of Additional Verbal Prompt: ""Your glue is on the paper. Put the cotton ball right on top of the glue drop.""",['Pre-K'],Mild,"By (date), given a verbal two-step direction paired with a [[modeling behaviors|visual demonstration]], (name) will complete the direction with no more than (2) additional [[verbal prompting|verbal prompts]] for (4 out of 5) structured tasks. 

Example of Verbal Two-Step Direction Paired with a Visual Demonstration: Teacher says, “Place a drop of glue on your paper, then cover the drop of glue with a cotton ball,” while modeling placing a drop of glue on the paper and covering it with a cotton ball. 
 

Example of Additional Verbal Prompt: ""Your glue is on the paper. Put the cotton ball on top of the glue drop.""",Moderate,"By (date), given a verbal one-step direction paired with a [[modeling behaviors|visual demonstration]], (name) will complete the direction with no more than (2) instances of [[graduated guidance|physical assistance]] from a teacher for (4 out of 5) structured tasks. 

Example of Verbal One-Step Direction Paired with a Visual Demonstration: Teacher says, “I put a large drop of glue on the paper. Set the cotton ball on the glue,” while demonstrating placing a cotton ball on a drop of glue. 

Examples of Physical Assistance: Teacher helps guide student's hand so that it is directly over the cotton ball. Teacher places hands over the student's hand to help grasp the cotton ball.",Intense,"By (date), given a [[verbal prompting|verbal prompt]] paired with a [[visual cueing|visual gesture]] by a teacher, (name) will respond by turning body and eye-gazing toward the teacher with no more than (2) [[graduated guidance|physical cues]] for (4 out of 5) interactions.

Example of Verbal Prompt Paired with a Visual Gesture: Teacher says, “Look over here at me!” while waving.

Example of Physical Cues: Teacher gently taps student's shoulder. Teacher gently lifts student's hand to point towards teacher's face.",,,,,,,[],Pre-Kindergarten,"['Communication', 'English Language Arts & Literacy']",Respond to Spoken Language,"Utilize [[Modeling Behaviors|visual modeling]] as an adjunct to spoken language. Physically modeling structured tasks supports students still working to comprehend verbal directions. Watching a teacher perform a structured task, such as constructing a simple craft or hand-washing, motivates young learners eager to assert their independence.",UDL III 9.1 Provide Multiple Means of Engagement: Promote expectations and beliefs that optimize motivation,"Offer students short, specific [[verbal prompting|verbal prompts]] as they are learning to respond to multi-step verbal directions. Verbal prompts reinforce aspects of the directions that the student finds difficult such as, ""You might need to squeeze the glue bottle a little harder."" Prompts are also used to activate memory as students work to retain directions such as, ""You've completed the first step. Now place the cotton ball on the glue.""",UDL I 3.1 Provide Multiple Means of Representation: Activate or supply background knowledge,"Provide [[Graduated Guidance|physical assistance]] to students carrying out verbal directions. Physically support students still building the fine-motor skills needed to complete structured tasks, such as squeezing a glue bottle or grasping a small object. Physical assistance also enhances comprehension of the spoken directions by showing the exact method of completing the directions. For instance, a teacher can place her hands over the student's to support rinsing during hand-washing.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,,,,,,
,,"By (date), given a string knotted at one end and (4) beads, (name) will pick up beads one at a time and place onto the string using one hand to stabilize string and one hand to pick up and thread beads for (4 of 5) bead-stringing attempts.",['Pre-K'],Mild,"By (date), given a string knotted at one end and (4) beads, (name) will pick up beads one at a time and place onto the string held by teacher with no more than (3) [[Verbal Prompting|verbal prompts]] (e.g. “pull the string through”) and [[graduated guidance|physical assistance]] for (4 of 5) bead-stringing attempts.

Examples of Physical Assistance: Teacher holds the string steady and/or assists with pulling through after child has thread the bead.",Moderate,"By (date), given a pipe cleaner and (4) large beads, (name) will pick up beads one at a time and place onto the pipe cleaner with no more than (3) [[Verbal Prompting|verbal prompts]] (e.g. “pull the pipe cleaner through”) for (4 of 5) bead-stringing attempts.",Intense,"By (date), given an upright stacking toy and rings, (name) will pick up rings one at a time and place onto base with no more than (3) verbal cues (e.g. “put the ring on”) and [[graduated guidance|physical assistance]] for placement for (4 of 5) stacking attempts.

Examples of Physical Assistance: Teacher holds the stacking toy steady or gently help guide student's hand to place the ring on the stacking toy.",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Grasp Small Objects,"Practice mastering bilateral coordination using varied materials to encourage interest and engagement with the activity. Pasta in different colors, shape beads, cereals (Cheerios, Fruit Loops) and plastic beads can all be used to practice the skill with different shapes, sizes and materials.",UDL III 8.2 Provide Multiple Means of Engagement: Vary demands and resources to optimize challenge,"Allow students to learn the concept of beading or stacking using adaptive supports. Use a standing dowel to slide small beads onto or a larger stacking toy with rings. Alternate taking “turns” with the student while placing items onto the base to model how to stabilize and place with opposite hand. Once students understand the concept, add the stabilization component of holding a string or pipe cleaner.",UDL I 1.1 Provide Multiple Means of Representation: Offer ways of customizing the display of information,"Offer graduated levels of [[graduated guidance|physical assistance]] to students working to develop fine motor skills. For instance, try having a student put string into bead and then assist with pulling out the string. Or, start the threading for them and the student to pull the string through for completion.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,,,,,,
,,"By (date), given a string knotted at one end and (4) beads, (name) will pick up beads one at a time and place onto the string using one hand to stabilize string and one hand to pick up and thread beads for (4 of 5) bead-stringing attempts.",['Pre-K'],Mild,"By (date), given a string knotted at one end and (4) beads, (name) will pick up beads one at a time and place onto the string held by teacher with no more than (3) [[Verbal Prompting|verbal prompts]] (e.g. “pull the string through”) and [[graduated guidance|physical assistance]] for (4 of 5) bead-stringing attempts.

Examples of Physical Assistance: Teacher holds the string steady and/or assists with pulling through after child has thread the bead.",Moderate,"By (date), given a pipe cleaner and (4) large beads, (name) will pick up beads one at a time and place onto the pipe cleaner with no more than (3) [[Verbal Prompting|verbal prompts]] (e.g. “pull the pipe cleaner through”) for (4 of 5) bead-stringing attempts.",Intense,"By (date), given an upright stacking toy and rings, (name) will pick up rings one at a time and place onto base with no more than (3) verbal cues (e.g. “put the ring on”) and [[graduated guidance|physical assistance]] for placement for (4 of 5) stacking attempts.

Examples of Physical Assistance: Teacher holds the stacking toy steady or gently help guide student's hand to place the ring on the stacking toy.",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Grasp Small Objects,"Practice mastering bilateral coordination using varied materials to encourage interest and engagement with the activity. Pasta in different colors, shape beads, cereals (Cheerios, Fruit Loops) and plastic beads can all be used to practice the skill with different shapes, sizes and materials.",UDL III 8.2 Provide Multiple Means of Engagement: Vary demands and resources to optimize challenge,"Allow students to learn the concept of beading or stacking using adaptive supports. Use a standing dowel to slide small beads onto or a larger stacking toy with rings. Alternate taking “turns” with the student while placing items onto the base to model how to stabilize and place with opposite hand. Once students understand the concept, add the stabilization component of holding a string or pipe cleaner.",UDL I 1.1 Provide Multiple Means of Representation: Offer ways of customizing the display of information,"Offer graduated levels of [[graduated guidance|physical assistance]] to students working to develop fine motor skills. For instance, try having a student put string into bead and then assist with pulling out the string. Or, start the threading for them and the student to pull the string through for completion.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,,,,,,
,,"By (date), given an empty cylindrical container (e.g. drinking cup, beaker) and a cylindrical container filled with water, (name) will use one hand to pour the water into the empty container stabilized by the second hand with less than (10%) spillage for (4 of 5) pouring attempts.",['Pre-K'],Mild,"By (date), given a large empty container (e.g. mixing bowl, bucket), a cylindrical container (e.g. drinking cup, beaker) filled with water and a [[verbal prompting|verbal prompt]], (name) will use one hand to pour water into the large empty container with less than (50%) spillage for (4 of 5) pouring attempts.

Example of Verbal Prompt: “Pick up the cup. Hold the empty container with the other hand.”",Moderate,"By (date), given a large empty container (e.g. mixing bowl, bucket), a cylindrical container (e.g. drinking cup, beaker) filled with sand and a [[verbal prompting|verbal prompt]], (name) will use one hand to pour sand into the large empty container with [[graduated guidance|physical assistance]] to stabilize pouring container and less than (50%) spillage for (4 of 5) pouring attempts.

Example of Verbal Prompt: “Pick up the cup. Hold the empty container with the other hand.”",Intense,"By (date), given a large container filled with sand and an empty cup, (name) will use the cup to scoop the sand and dump it out with [[graduated guidance|physical assistance]] as needed and no more than (3) additional [[verbal prompting|verbal prompts]] for (4 of 5) scooping attempts.

Examples of Physical Assistance: Teacher helps support student's hand while scooping. Teacher stabilizes the container filled with sand while the student is scooping.

Example of Verbal Prompts: “Put the cup in the sand.”; “Scoop up the sand.”; ""Turn the cup over.”",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Use Wrist and Fingers to Pour,"Use high-interest, [[realia|everyday objects]] to practice coordinated wrist and hand movements. Sand, water, kinetic sand, containers of dry pasta or beads can all be used to practice the skill of pouring. Shovels, large cups, measuring cups and spoons can be used to vary the item that the student is performing the pouring action with.",UDL III 8.2 Provide Multiple Means of Engagement: Vary demands and resources to optimize challenge,"Provide opportunities for the child to generalize the skill of pouring through practice in multiple contexts throughout the day. Allow students to pour juice or water during snack time. If a student is not ready to pour liquids without spilling, try small food items (crackers, goldfish, pretzel sticks) and have the student pour the snacks into smaller containers for his classmates.",UDL I 3.4 Provide Multiple Means of Representation: Maximize transfer and generalization,"Develop [[modified assignment|modified tasks]] for students working to master the skill of pouring. If a student is struggling to hold onto a container while pouring, switch to a container with a handle that will require less grip strength and control. Provide less material for the child to pour (e.g. smaller amounts of water, sand or other light objects) so the container is lighter.",UDL II 4.1 Provide Multiple Means of Action and Expression: Vary the methods for response and navigation,,,,,,
,,"By (date), given an empty cylindrical container (e.g. drinking cup, beaker) and a cylindrical container filled with water, (name) will use one hand to pour the water into the empty container stabilized by the second hand with less than (10%) spillage for (4 of 5) pouring attempts.",['Pre-K'],Mild,"By (date), given a large empty container (e.g. mixing bowl, bucket), a cylindrical container (e.g. drinking cup, beaker) filled with water and a [[verbal prompting|verbal prompt]], (name) will use one hand to pour water into the large empty container with less than (50%) spillage for (4 of 5) pouring attempts.

Example of Verbal Prompt: “Pick up the cup. Hold the empty container with the other hand.”",Moderate,"By (date), given a large empty container (e.g. mixing bowl, bucket), a cylindrical container (e.g. drinking cup, beaker) filled with sand and a [[verbal prompting|verbal prompt]], (name) will use one hand to pour sand into the large empty container with [[graduated guidance|physical assistance]] to stabilize pouring container and less than (50%) spillage for (4 of 5) pouring attempts.

Example of Verbal Prompt: “Pick up the cup. Hold the empty container with the other hand.”",Intense,"By (date), given a large container filled with sand and an empty cup, (name) will use the cup to scoop the sand and dump it out with [[graduated guidance|physical assistance]] as needed and no more than (3) additional [[verbal prompting|verbal prompts]] for (4 of 5) scooping attempts.

Examples of Physical Assistance: Teacher helps support student's hand while scooping. Teacher stabilizes the container filled with sand while the student is scooping.

Example of Verbal Prompts: “Put the cup in the sand.”; “Scoop up the sand.”; ""Turn the cup over.”",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Use Wrist and Fingers to Pour,"Use high-interest, [[realia|everyday objects]] to practice coordinated wrist and hand movements. Sand, water, kinetic sand, containers of dry pasta or beads can all be used to practice the skill of pouring. Shovels, large cups, measuring cups and spoons can be used to vary the item that the student is performing the pouring action with.",UDL III 8.2 Provide Multiple Means of Engagement: Vary demands and resources to optimize challenge,"Provide opportunities for the child to generalize the skill of pouring through practice in multiple contexts throughout the day. Allow students to pour juice or water during snack time. If a student is not ready to pour liquids without spilling, try small food items (crackers, goldfish, pretzel sticks) and have the student pour the snacks into smaller containers for his classmates.",UDL I 3.4 Provide Multiple Means of Representation: Maximize transfer and generalization,"Develop [[modified assignment|modified tasks]] for students working to master the skill of pouring. If a student is struggling to hold onto a container while pouring, switch to a container with a handle that will require less grip strength and control. Provide less material for the child to pour (e.g. smaller amounts of water, sand or other light objects) so the container is lighter.",UDL II 4.1 Provide Multiple Means of Action and Expression: Vary the methods for response and navigation,,,,,,
,,"By (date), given a teacher demonstration of (2) large motor skills in a sequence and when verbally prompted to do the same, (name) will repeat the action independently and without falling for (4 out of 5) large motor sequences.

Examples of Teacher Demonstration:<br>
Teacher jumps up and claps hands.<br> 
Teacher runs fast and jumps over a line.<br>
Teacher jumps and then turns around during the ""Hokey Pokey"" song.

Example Verbal Prompts:<br>
""Now, jump up and clap just like I did."" <br>
""Copy me."" <br>",['Pre-K'],Mild,"By (date), given a [[modeling behaviors|teacher demonstration]] of (2) large motor skills in a sequence and when [[verbal prompting|verbally prompted]] to do the same, (name) will repeat the action independently and without falling with no more than (2) additional [[visual cueing|visual cues]] for (4 out of 5) large motor sequences.

Example Visual Cue:<br>
Teacher demonstrates second motion in sequence after student has completed first.<br>",Moderate,"By (date), given a [[modeling behaviors|teacher demonstration]] of (2) large motor skills in a sequence and when [[verbal prompting|verbally prompted]] to do the same, (name) will use [[visual cue cards|visual cue cards]] to repeat the action independently and without falling with no more than (2) additional visual cues for (4 out of 5) large motor sequences.

Example of Visual Cue Cards:<br> 
Teacher holds up cue cards which have pictures of figures completing the skill in a sequence.",Intense,"By (date), given a [[modeling behaviors|teacher demonstration]] of (2) large motor skills in a sequence and when [[verbal prompting|verbally prompted]] to do the same, (name) will use [[graduated guidance|physical assistance]] from a familiar teacher to repeat the first movement, stop and then carryout the second without falling for (4 out of 5) large motor sequences.

Examples of Physical Assistance:<br>
Teacher lightly taps student's leg to signal forward kick.<br>
Teacher gently grasps wrists to guide students through clapping hands together.<br>
Teacher holds student's hands to provide weight-bearing support for a student walking forward.",,,,,,,[],Pre-Kindergarten,['Physical Development and Health'],Combine Large Motor Skills,"Use [[visual cue cards|visual cue cards]] as a non-verbal reminder to students of how to complete a task. Cue cards can be particularly useful for sequencing large motor skills because the order of the cards can easily be changed. For example, place a jump card in front of a run card if the student is asked to jump and then run. The cards can be reversed or changed for variation of task or order.",UDL III 8.1 Provide Multiple Means of Engagement: Heighten salience of goals and objectives,"Use light [[graduated guidance|manual prompts]] as needed for students learning to combine gross motor movements. Students may need a physical cue to begin the first large locomotor movement such as light tapping or gentle pressure to a limb. If required, provide the same support for the second  movement in the sequence. Manual prompts may decrease over time as students begin to associate verbal, visual or auditory prompts with the correct locomotor sequence.","UDL I 3.3 Provide Multiple Means of Representation: Guide information processing, visualization, and manipulation","Use [[peer buddies|peer buddy]] volunteers to help students remember what comes next in a gross motor sequence. Involve peer buddies in providing visual or verbal cues during play. For example, have peer buddies play “follow the leader” where the teacher is the leader an the buddies follow as a team. Or, play “Simon Says” with peer teams instead of individuals.",UDL II 4.1 Provide Multiple Means of Action and Expression: Vary the methods for response and navigation,,,,,,
