assessment_items_images,assessment_items_resources,goal_text,grades,objectives_objective_0_level,objectives_objective_0_text,objectives_objective_1_level,objectives_objective_1_text,objectives_objective_2_level,objectives_objective_2_text,objectives_objective_3_level,objectives_objective_3_text,objectives_objective_4_level,objectives_objective_4_text,objectives_objective_5_level,objectives_objective_5_text,standard_codes,subject,subject_domains,title,udl_adaptations_udl_adaptations_0_text,udl_adaptations_udl_adaptations_0_udl_standard_long_ref,udl_adaptations_udl_adaptations_1_text,udl_adaptations_udl_adaptations_1_udl_standard_long_ref,udl_adaptations_udl_adaptations_2_text,udl_adaptations_udl_adaptations_2_udl_standard_long_ref,udl_adaptations_udl_adaptations_3_text,udl_adaptations_udl_adaptations_3_udl_standard_long_ref,udl_adaptations_udl_adaptations_4_text,udl_adaptations_udl_adaptations_4_udl_standard_long_ref,udl_adaptations_udl_adaptations_5_text,udl_adaptations_udl_adaptations_5_udl_standard_long_ref
,,"By (date), after reading a grade-level informational text (e.g. [[http://www.resort.com/~prime8/Orwell/patee.html|""Politics and the English Language""]] by George Orwell), (name) will create an outline of the text and write a paragraph that uses (2) details from the outline (e.g. the counterargument is located before the conclusion paragraph) to explain how the text's structure influences the author's argument, for (4 out of 5) structural analyses.","['11', '12']",Mild,"By (date), after reading a grade-level informational text (e.g. [[http://www.resort.com/~prime8/Orwell/patee.html|""Politics and the English Language""]] by George Orwell), (name) will create an outline of the text on a [[graphic organizers|graphic organizer]] and write a paragraph that uses (2) details from the outline (e.g. the counterargument is located before the conclusion paragraph) to explain how the text's structure influences the author's argument, for (4 out of 5) structural analyses.",Moderate,"By (date), after reading an [[adapted text|adapted version]] of a grade-level informational text (e.g. an abridged or audio version of [[http://www.resort.com/~prime8/Orwell/patee.html|""Politics and the English Language""]] by George Orwell) and given an outline of the text's structure, (name) will participate in a [[guided peer discussions|guided peer discussion]] and write a paragraph that uses (1) detail from the outline (e.g. the counterargument is located before the conclusion paragraph) to explain how the text's structure influences the author's argument, for (4 out of 5) structural analyses.",Intense,"By (date), after reading an [[adapted text|adapted version]] of a grade-level informational text (e.g. an abridged or audio version of [[http://www.resort.com/~prime8/Orwell/patee.html|""Politics and the English Language""]] by George Orwell) and given an outline of the text's structure, (name) will participate in a [[guided peer discussions|guided peer discussion]] and use (1) detail from the outline (e.g. the counterargument is located before the conclusion paragraph) to [[oral presentation|verbally explain]] how the text's structure influences the author's argument, for (4 out of 5) structural analyses.",,,,,,,['CCSS.ELA-Literacy.RI.11-12.5'],Reading,['Comprehension: Informational Text'],Evaluate A Text's Structure,"After the students read, teachers might consider holding a focused [[guided peer discussions|guided peer discussion]]. Students may be asked to identify how specific key words impact the development of the text, and should provide evidence to support their thinking. To support all learners throughout the duration of the discussion, students can hold up red or green index cards to signal if they agree or disagree with the speaker (with red representing disagreement, for example, and green representing agreement). Then, the speaker can choose someone who ""disagrees"" to respond, or vice versa. Students should be encouraged to speak as much as possible, but the index cards can ensure even shy students will listen and participate.",UDL III 8.3 Provide Multiple Means of Engagement: Foster collaboration and communication,"Writing can be a demanding task for some students, and it's not always necessary for students to write in order to make a strong analysis on a text's structure. To help all students find success in this activity, consider asking them to [[oral presentation|verbally explain]] their answer, perhaps while utilizing a sentence starter or list of talking points. By speaking, students can still show understanding of how a text's structure impacts the author's argument, and will not feel overwhelmed if they are not strong writers.",UDL II 5.1 Provide Multiple Means of Action and Expression: Use multiple media for communication,"To make a grade-level text more accessible to a diverse group of learners, consider providing an [[adapted text|adapted version]]. There are multiple ways a chosen text can be adapted: for example, instead of providing the entire text, ask students to complete a close reading with a specific short selection; give them the text in an audio format; or provide an enlarged print version that is [[highlighting|pre-highlighted]] to designate key concepts and read it aloud with the class.",UDL I 1.1 Provide Multiple Means of Representation: Offer ways of customizing the display of information,,,,,,
,,"By (date), given an instructional-level emergent text of no more than (20) words, including Consonant-Vowel-Consonant (CVC) and Kindergarten sight words, (name) will read each word in the the passage aloud with [[Verbal Prompting | direct teacher support]] (e.g. modeling, verbal prompting, pre-reading), with (80)% accuracy (e.g. 16 out of 20 words correct) as measured by (teacher running record or curriculum based assessment) for (4 out of 5) texts.",['K'],Mild,"By (date), when presented with an instructional-level emergent text of no more than (20) words, including both Consonant-Vowel-Consonant (CVC) and Kindergarten sight words, directly after a [[Vocabulary Preview | word work activity]] (e.g. review flashcards of words in passage), (name) will read each word in the passage aloud, with (80)% accuracy (i.e. 16 out of 20 words correct) as measured by (teacher running record or curriculum based assessment) for (4 out of 5) passages",Moderate,"By (date), when presented with a [[Modified Text | set of (3) sentences]], each sentence containing no more than (5) familiar, instructional-level words (e.g. CVC's and Kindergarten sight words), (name) will read the sentences aloud, correctly pronouncing each word with direct teacher support in blending (e.g. “Let’s read the word again. Repeat after me: /m/ - /a/ - /n/. What word is this?”), with (80)% accuracy (e.g. 12 out of 15 words) as measured by (teacher-created assessment) for (4 out of 5) sets of sentences.",Intense,"By (date), when presented with (1) sentence of no more than (4) familiar, instructional-level words, printed in an enlarged font and with picture support, (name) will echo read the sentence after the teacher, correctly pronouncing each word, with (75)% accuracy (3 of 4 words correct) as measured by (teacher-created assessment) for (4 out of 5) sentences.",,,,,,,['CCSS.ELA-Literacy.RF.K.4'],Reading,['Fluency'],Read Emergent Texts with Fluency,"Instead of choosing the text for the student, allow the student to choose from a variety of emergent level texts (unfamiliar or familiar) with which the teacher can assess the student's fluency. Allowing students choice in text selection heightens their investment and helps make the task meaningful.","UDL III 7.2 Provide Multiple Means of Engagement: Optimize relevance, value, and authenticity","Share in goal setting by allowing students to participate in selecting their own reading goals. During the year, they can return to their goal setting checklist and revise or even increase expectations. Students can graph their own reading progress after each assessment.",UDL II 6.1 Provide Multiple Means of Action and Expression: Guide appropriate goal-setting,"Instead of offering the text in the format of a reader or decodable passage, display the text in digital format that allows for a customizable font size and background color. Work with the student to determine which is the best format for vision, tracking and engagement.",UDL I 1.1 Provide Multiple Means of Representation: Offer ways of customizing the display of information,,,,,,
,,"By (date), given an instructional-level emergent text of no more than (20) words, including Consonant-Vowel-Consonant (CVC) and Kindergarten sight words, (name) will read each word in the the passage aloud with [[Verbal Prompting | direct teacher support]] (e.g. modeling, verbal prompting, pre-reading), with (80)% accuracy (e.g. 16 out of 20 words correct) as measured by (teacher running record or curriculum based assessment) for (4 out of 5) texts.",['K'],Mild,"By (date), when presented with an instructional-level emergent text of no more than (20) words, including both Consonant-Vowel-Consonant (CVC) and Kindergarten sight words, directly after a [[Vocabulary Preview | word work activity]] (e.g. review flashcards of words in passage), (name) will read each word in the passage aloud, with (80)% accuracy (i.e. 16 out of 20 words correct) as measured by (teacher running record or curriculum based assessment) for (4 out of 5) passages",Moderate,"By (date), when presented with a [[Modified Text | set of (3) sentences]], each sentence containing no more than (5) familiar, instructional-level words (e.g. CVC's and Kindergarten sight words), (name) will read the sentences aloud, correctly pronouncing each word with direct teacher support in blending (e.g. “Let’s read the word again. Repeat after me: /m/ - /a/ - /n/. What word is this?”), with (80)% accuracy (e.g. 12 out of 15 words) as measured by (teacher-created assessment) for (4 out of 5) sets of sentences.",Intense,"By (date), when presented with (1) sentence of no more than (4) familiar, instructional-level words, printed in an enlarged font and with picture support, (name) will echo read the sentence after the teacher, correctly pronouncing each word, with (75)% accuracy (3 of 4 words correct) as measured by (teacher-created assessment) for (4 out of 5) sentences.",,,,,,,['CCSS.ELA-Literacy.RF.K.4'],Reading,['Fluency'],Read Emergent Texts with Fluency,"Instead of choosing the text for the student, allow the student to choose from a variety of emergent level texts (unfamiliar or familiar) with which the teacher can assess the student's fluency. Allowing students choice in text selection heightens their investment and helps make the task meaningful.","UDL III 7.2 Provide Multiple Means of Engagement: Optimize relevance, value, and authenticity","Share in goal setting by allowing students to participate in selecting their own reading goals. During the year, they can return to their goal setting checklist and revise or even increase expectations. Students can graph their own reading progress after each assessment.",UDL II 6.1 Provide Multiple Means of Action and Expression: Guide appropriate goal-setting,"Instead of offering the text in the format of a reader or decodable passage, display the text in digital format that allows for a customizable font size and background color. Work with the student to determine which is the best format for vision, tracking and engagement.",UDL I 1.1 Provide Multiple Means of Representation: Offer ways of customizing the display of information,,,,,,
,,"By (date), given an unfamiliar independent level passage of no more than 50 words, (name) will read the passage aloud at (46) Words Correct Per Minute (92% accuracy) and will pause after commas and periods with [[Verbal Prompting | direct teacher support]] (e.g. assistance tracking words/punctuation, attention), for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",['1'],Mild,"By (date), given a [[Familiar Text | familiar]] instructional level passage of no more than 50 words and directly after a [[Vocabulary Preview | review of the words]] in the passage (e.g. ""Let’s break this word into chunks, /win/-/ter/. Repeat after me...""), (name) will read the passage aloud at a rate of (46) Words Correct Per Minute (92% accuracy) and will pause after commas and periods, for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",Moderate,"By (date), given an illustrated instructional level passage of no more than 40 words, and after listening to the teacher [[Read Aloud | read the text]], (name) will read the passage aloud at a rate of (36) Words Correct Per Minute (90% accuracy) and will pause after commas and periods with teacher support (e.g. tracking print, vowel sounds, blending), for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",Intense,"By (date), given an illustrated instructional level passage of no more than 20 words, displayed in a [[Modified Text | preferred format]] (e.g. digital, enlarged text, color), (name) will echo read each sentence of the passage, correctly repeating the words in the passage with (80)% accuracy (i.e. 16 out of 20 words correct), for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",,,,,,,['CCSS.ELA-Literacy.RF.1.4'],Reading,['Fluency'],Fluently Read with Rate and Expression,"During timed reads, students might feel nervous and not perform at their expected level. Minimize threats by providing a low-pressure environment. During assessment, consider tailoring the physical space so that the student is at ease (e.g. reading rug, quiet hallway, outdoor space). Also consider assessing while a student reads to an alternative audience - a peer, class pet, or stuffed animal.",UDL III 7.3 Provide Multiple Means of Engagement: Minimize threats and distractions,"Instead of students reading an entire text, teachers can read parts of the text while the student tracks the words with their finger to model successfully reading with correct fluency.",UDL II 5.2 Provide Multiple Means of Action and Expression: Use multiple tools for construction and composition,"During fluency activities, teachers can assist with tracking by giving students a colored piece of paper to use to cover the part of the text that is not being read. Alternately, teachers can provide a [[Reading Guide Strips | reading strip]] that highlights the part of text being read.",UDL I 1.3 Provide Multiple Means of Representation: Offer alternatives for visual information,,,,,,
,,"By (date), given an unfamiliar independent level passage of no more than 50 words, (name) will read the passage aloud at (46) Words Correct Per Minute (92% accuracy) and will pause after commas and periods with [[Verbal Prompting | direct teacher support]] (e.g. assistance tracking words/punctuation, attention), for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",['1'],Mild,"By (date), given a [[Familiar Text | familiar]] instructional level passage of no more than 50 words and directly after a [[Vocabulary Preview | review of the words]] in the passage (e.g. ""Let’s break this word into chunks, /win/-/ter/. Repeat after me...""), (name) will read the passage aloud at a rate of (46) Words Correct Per Minute (92% accuracy) and will pause after commas and periods, for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",Moderate,"By (date), given an illustrated instructional level passage of no more than 40 words, and after listening to the teacher [[Read Aloud | read the text]], (name) will read the passage aloud at a rate of (36) Words Correct Per Minute (90% accuracy) and will pause after commas and periods with teacher support (e.g. tracking print, vowel sounds, blending), for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",Intense,"By (date), given an illustrated instructional level passage of no more than 20 words, displayed in a [[Modified Text | preferred format]] (e.g. digital, enlarged text, color), (name) will echo read each sentence of the passage, correctly repeating the words in the passage with (80)% accuracy (i.e. 16 out of 20 words correct), for (4 out of 5) passages as measured by (teacher running record or curriculum based assessment).",,,,,,,['CCSS.ELA-Literacy.RF.1.4'],Reading,['Fluency'],Fluently Read with Rate and Expression,"During timed reads, students might feel nervous and not perform at their expected level. Minimize threats by providing a low-pressure environment. During assessment, consider tailoring the physical space so that the student is at ease (e.g. reading rug, quiet hallway, outdoor space). Also consider assessing while a student reads to an alternative audience - a peer, class pet, or stuffed animal.",UDL III 7.3 Provide Multiple Means of Engagement: Minimize threats and distractions,"Instead of students reading an entire text, teachers can read parts of the text while the student tracks the words with their finger to model successfully reading with correct fluency.",UDL II 5.2 Provide Multiple Means of Action and Expression: Use multiple tools for construction and composition,"During fluency activities, teachers can assist with tracking by giving students a colored piece of paper to use to cover the part of the text that is not being read. Alternately, teachers can provide a [[Reading Guide Strips | reading strip]] that highlights the part of text being read.",UDL I 1.3 Provide Multiple Means of Representation: Offer alternatives for visual information,,,,,,
,,"By (date), given an independent level informational text and a prompt, (name) will write a (1-2 paragraph) response that analyzes the structure of a text by identifying at least (3) ideas presented in the text, describing how the author introduces, develops, and connects the ideas, cites at least (3) pieces of evidence, and explains if the structure of the text is effective, showing proficiency in all three target areas (analysis of how ideas develop, evidence, and explanation) as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.","['9', '10']",Mild,"By (date), given an independent level informational text and a prompt, (name) will use a [[concept mapping | concept map]] to organize ideas then write a (1-2 paragraph) response with the aid of a [[paragraph template | paragraph template]] and analyze the structure of a text by identifying (3) ideas presented in the text, describing how the author introduces, develops, and connects the ideas, citing (3) pieces of text evidence, and explaining if the structure of the text is effective, showing proficiency in all three target areas (analysis of how ideas develop, evidence, and explanation) as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.",Moderate,"By (date), given an independent level informational text and a prompt, (name) will review a [[exemplar | annotated model response]] with the [[modeled writing | teacher]] to write a (1 paragraph) response using a [[paragraph template | paragraph template]] with [[sentence starters | sentence starters]] and analyze the structure of a text by identifying (2) ideas presented in the text, describing how the author introduces, develops, and connects ideas, citing at least (2) pieces of evidence to show how the author presents ideas, and explaining if the structure of the text is effective, showing proficiency in all three target areas (analysis of how ideas develop, evidence, and explanation) as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.",Intense,"By (date), given an independent level [[adapted text | illustrated biographical text]], will identify (5) events in the person’s life, write them on an index card with assistance, then sequence all (5) events in chronological order, referring back to the text as needed, scoring (8 out of 10) points by earning up to (5) points for correctly choosing events and up to (5) points for the correct sequence of events,  as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.",,,,,,,['CCSS.ELA-Literacy.RI.9-10.3'],Reading,['Comprehension: Informational Text'],"Analyze How Ideas Are Introduced, Developed, and Connected in an Informational Text","If students struggle to see how ideas and events in a passage are connected to each other, using a [[concept mapping | concept map]] will help students to organize their ideas and connections can be clearly represented. Concept maps can help students visually represent their thinking, and can help keep multiple ideas structured.","UDL I 3.2 Provide Multiple Means of Representation: Highlight patterns, critical features, big ideas, and relationships","If students struggle with organizing ideas in a written response and meeting all criteria for an assignment, the teacher can discuss with students an [[exemplar | annotated model response]]. The teacher can highlight each of the various components of the sample response. This practice can help students to recognize  the criteria for a high-quality written response. When writing on their own in the future, the exemplar will serve as a model to refer back to when writing.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,"If students need help to comprehend a text in order to analyze how ideas are connected, providing them with an [[adapted text | illustrated biographical text]] can help them to understand events in a subject’s life. The illustrations will aid in the understanding of concepts, and additionally help students determine why events were described in the order that the author chose. A biographical text might be easier form of informational text for students to approach because the events are described in a narrative style.",UDL III 7.3 Provide Multiple Means of Engagement: Minimize threats and distractions,,,,,,
,,"By (date), given an independent level informational text and a prompt, (name) will write a (1-2 paragraph) response that analyzes the structure of a text by identifying at least (3) ideas presented in the text, describing how the author introduces, develops, and connects the ideas, cites at least (3) pieces of evidence, and explains if the structure of the text is effective, showing proficiency in all three target areas (analysis of how ideas develop, evidence, and explanation) as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.","['9', '10']",Mild,"By (date), given an independent level informational text and a prompt, (name) will use a [[concept mapping | concept map]] to organize ideas then write a (1-2 paragraph) response with the aid of a [[paragraph template | paragraph template]] and analyze the structure of a text by identifying (3) ideas presented in the text, describing how the author introduces, develops, and connects the ideas, citing (3) pieces of text evidence, and explaining if the structure of the text is effective, showing proficiency in all three target areas (analysis of how ideas develop, evidence, and explanation) as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.",Moderate,"By (date), given an independent level informational text and a prompt, (name) will review a [[exemplar | annotated model response]] with the [[modeled writing | teacher]] to write a (1 paragraph) response using a [[paragraph template | paragraph template]] with [[sentence starters | sentence starters]] and analyze the structure of a text by identifying (2) ideas presented in the text, describing how the author introduces, develops, and connects ideas, citing at least (2) pieces of evidence to show how the author presents ideas, and explaining if the structure of the text is effective, showing proficiency in all three target areas (analysis of how ideas develop, evidence, and explanation) as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.",Intense,"By (date), given an independent level [[adapted text | illustrated biographical text]], will identify (5) events in the person’s life, write them on an index card with assistance, then sequence all (5) events in chronological order, referring back to the text as needed, scoring (8 out of 10) points by earning up to (5) points for correctly choosing events and up to (5) points for the correct sequence of events,  as measured by a (teacher-created [[rubric | rubric]]) for (3 out of 4) trials.",,,,,,,['CCSS.ELA-Literacy.RI.9-10.3'],Reading,['Comprehension: Informational Text'],"Analyze How Ideas Are Introduced, Developed, and Connected in an Informational Text","If students struggle to see how ideas and events in a passage are connected to each other, using a [[concept mapping | concept map]] will help students to organize their ideas and connections can be clearly represented. Concept maps can help students visually represent their thinking, and can help keep multiple ideas structured.","UDL I 3.2 Provide Multiple Means of Representation: Highlight patterns, critical features, big ideas, and relationships","If students struggle with organizing ideas in a written response and meeting all criteria for an assignment, the teacher can discuss with students an [[exemplar | annotated model response]]. The teacher can highlight each of the various components of the sample response. This practice can help students to recognize  the criteria for a high-quality written response. When writing on their own in the future, the exemplar will serve as a model to refer back to when writing.",UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,"If students need help to comprehend a text in order to analyze how ideas are connected, providing them with an [[adapted text | illustrated biographical text]] can help them to understand events in a subject’s life. The illustrations will aid in the understanding of concepts, and additionally help students determine why events were described in the order that the author chose. A biographical text might be easier form of informational text for students to approach because the events are described in a narrative style.",UDL III 7.3 Provide Multiple Means of Engagement: Minimize threats and distractions,,,,,,
,,"By (date), given an independent level informational text and a claim about the text (e.g. central idea, key conclusion), (name) will list (2) pieces of evidence and write (1-2) sentences to explain how it supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",['6'],Mild,"By (date), given a [[ preferred topic or text | student-selected ]] independent level informational text and a claim about the text (e.g. central idea, key conclusion), (name) will list (2) pieces of evidence and use [[sentence starters | sentence starters ]] to write (1-2) sentences to explain how it supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",Moderate,"By (date), given a [[ preferred topic or text | student-selected ]]  [[ familiar text | familiar ]] independent level informational text and a claim about the text (e.g. central idea, key conclusion), (name) will [[ multiple choice | choose ]] (2) pieces of evidence from [[ highlighting | pre-highlighted evidence ]] in the text and explain how it supports the claim about the text, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",Intense,"By (date), given a read-aloud of a [[ modified text | section ]] of a [[ preferred topic or text | student-selected ]] [[ familiar text | familiar ]] independent level informational text and a verbal claim about the text (e.g. central idea, key conclusion), (name) will [[multiple choice | choose]] (1) piece of evidence from [[ highlighting | pre-highlighted evidence ]] in the text and [[ oral presentation | verbally ]] explain how that evidence supports the claim about the text, scoring (2 out of 3 points for evidence and support) in (3 out of 4) trials.",,,,,,,['CCSS.ELA-Literacy.RI.6.1'],Reading,['Comprehension: Informational Text'],Cite Evidence to Support a Claim in Nonfiction,"Provide students with a selection of [[ familiar text | familiar texts ]] in order to allow them to choose a text that is engaging and relevant. With a familiar text, students have already gone through the cognitive processes necessary to decode and comprehend the text and can focus solely on the demands of the task.",UDL III 7.1 Provide Multiple Means of Engagement: Optimize individual choice and autonomy,"In order to help students organize their responses, provide a [[ graphic organizers | graphic organizer ]]. A graphic organizer allows students to focus on the demands of the task without having to focus on structuring their writing. To provide additional support, the graphic organizer may also contain sentence starters to help students organize their thoughts.",UDL II 6.3 Provide Multiple Means of Action and Expression: Facilitate managing information and resources,"In order to help students comprehend the text, [[ highlighting | highlight ]] key details that correspond to the given prompt. Highlighting possible evidence narrows the amount of information that the student needs to sort through in order to cite relevant evidence.","UDL I 3.3 Provide Multiple Means of Representation: Guide information processing, visualization, and manipulation",,,,,,
,,"By (date), given an independent level informational text and a claim about the text (e.g. central idea, key conclusion), (name) will list (2) pieces of evidence and write (1-2) sentences to explain how it supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",['6'],Mild,"By (date), given a [[ preferred topic or text | student-selected ]] independent level informational text and a claim about the text (e.g. central idea, key conclusion), (name) will list (2) pieces of evidence and use [[sentence starters | sentence starters ]] to write (1-2) sentences to explain how it supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",Moderate,"By (date), given a [[ preferred topic or text | student-selected ]]  [[ familiar text | familiar ]] independent level informational text and a claim about the text (e.g. central idea, key conclusion), (name) will [[ multiple choice | choose ]] (2) pieces of evidence from [[ highlighting | pre-highlighted evidence ]] in the text and explain how it supports the claim about the text, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",Intense,"By (date), given a read-aloud of a [[ modified text | section ]] of a [[ preferred topic or text | student-selected ]] [[ familiar text | familiar ]] independent level informational text and a verbal claim about the text (e.g. central idea, key conclusion), (name) will [[multiple choice | choose]] (1) piece of evidence from [[ highlighting | pre-highlighted evidence ]] in the text and [[ oral presentation | verbally ]] explain how that evidence supports the claim about the text, scoring (2 out of 3 points for evidence and support) in (3 out of 4) trials.",,,,,,,['CCSS.ELA-Literacy.RI.6.1'],Reading,['Comprehension: Informational Text'],Cite Evidence to Support a Claim in Nonfiction,"Provide students with a selection of [[ familiar text | familiar texts ]] in order to allow them to choose a text that is engaging and relevant. With a familiar text, students have already gone through the cognitive processes necessary to decode and comprehend the text and can focus solely on the demands of the task.",UDL III 7.1 Provide Multiple Means of Engagement: Optimize individual choice and autonomy,"In order to help students organize their responses, provide a [[ graphic organizers | graphic organizer ]]. A graphic organizer allows students to focus on the demands of the task without having to focus on structuring their writing. To provide additional support, the graphic organizer may also contain sentence starters to help students organize their thoughts.",UDL II 6.3 Provide Multiple Means of Action and Expression: Facilitate managing information and resources,"In order to help students comprehend the text, [[ highlighting | highlight ]] key details that correspond to the given prompt. Highlighting possible evidence narrows the amount of information that the student needs to sort through in order to cite relevant evidence.","UDL I 3.3 Provide Multiple Means of Representation: Guide information processing, visualization, and manipulation",,,,,,
,,"By (date), given an independent level informational text, a claim about the text (e.g., central idea, key conclusion), and a [[ graphic organizers | graphic organizer ]], (name) will write a paragraph that cites (3) pieces of evidence and explains how each supports the claim, scoring (4 out of 6 points for evidence and support) in (3 out of 4) trials.",['8'],Mild,"By (date), given an [[modified text | excerpt]] of an independent level informational text, a claim about the text (e.g., central idea, key conclusion), and a [[ paragraph template | paragraph template ]] with [[ sentence starters | sentence starters ]], (name) will write a paragraph that cites (3) pieces of the most relevant evidence from the text and explains how that evidence supports the claim, scoring (4 out of 6 points for evidence and support) in (3 out of 4) trials.",Moderate,"By (date), given a [[familiar text | familiar]] independent level informational text with [[ highlighting | highlighted ]] evidence, a claim about the text (e.g., central idea, key conclusion), and a [[ graphic organizers | graphic organizer ]] with [[ sentence starters | sentence starters ]], and after a [[think-pair-share | think-pair share]], (name) will cite (2) pieces of the most relevant evidence from the text and explain how that evidence supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",Intense,"By (date), given a [[ read aloud | read aloud ]] of an [[modified text | excerpt]] of a [[familiar text | familiar]] independent level informational text with highlighted evidence and a claim about the text (e.g., central idea, key conclusion), (name) will [[ multiple choice | select ]] (2) piece(s) of evidence that support the claim and use [[ sentence starters | sentence starters ]] to [[ oral presentation | verbally ]] explain how the evidence supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",,,,,,,['CCSS.ELA-Literacy.RI.8.1'],Reading,['Comprehension: Informational Text'],Cite and Explain Relevant Evidence,"Use [[ guided peer discussions | guided peer discussions ]], such as [[ think-pair-share | think-pair-share ]], in order to foster communication that will help students share and refine their ideas about the text. These discussions can increase comprehension and understanding of ideas in the text, which can support students in finding evidence. Providing supports for the discussion, such as structured protocols and sentence structures, can help students focus their ideas and give them a context through which to discuss their thoughts.",UDL III 8.3 Provide Multiple Means of Engagement: Foster collaboration and communication,Support students’ ability to select strong evidence by [[ highlighting |highlighting ]] possible evidence choices in the text. Providing multiple choice options gives students a scaffold that allows them to focus on fewer possibilities when finding evidence. Students can compare and contrast which piece of evidence provides the strongest support for a claim.,UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,"In order to help students focus on the skill of selecting strong evidence, use a [[ familiar text | familiar text ]] that students have read before. This support allows students to focus on the skill of finding evidence, rather than decoding or comprehending a new text. Using a familiar text on a familiar topic, or one that students have read multiple times, will provide greater levels of support.",UDL I 3.1 Provide Multiple Means of Representation: Activate or supply background knowledge,,,,,,
,,"By (date), given an independent level informational text, a claim about the text (e.g., central idea, key conclusion), and a [[ graphic organizers | graphic organizer ]], (name) will write a paragraph that cites (3) pieces of evidence and explains how each supports the claim, scoring (4 out of 6 points for evidence and support) in (3 out of 4) trials.",['8'],Mild,"By (date), given an [[modified text | excerpt]] of an independent level informational text, a claim about the text (e.g., central idea, key conclusion), and a [[ paragraph template | paragraph template ]] with [[ sentence starters | sentence starters ]], (name) will write a paragraph that cites (3) pieces of the most relevant evidence from the text and explains how that evidence supports the claim, scoring (4 out of 6 points for evidence and support) in (3 out of 4) trials.",Moderate,"By (date), given a [[familiar text | familiar]] independent level informational text with [[ highlighting | highlighted ]] evidence, a claim about the text (e.g., central idea, key conclusion), and a [[ graphic organizers | graphic organizer ]] with [[ sentence starters | sentence starters ]], and after a [[think-pair-share | think-pair share]], (name) will cite (2) pieces of the most relevant evidence from the text and explain how that evidence supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",Intense,"By (date), given a [[ read aloud | read aloud ]] of an [[modified text | excerpt]] of a [[familiar text | familiar]] independent level informational text with highlighted evidence and a claim about the text (e.g., central idea, key conclusion), (name) will [[ multiple choice | select ]] (2) piece(s) of evidence that support the claim and use [[ sentence starters | sentence starters ]] to [[ oral presentation | verbally ]] explain how the evidence supports the claim, scoring (3 out of 4 points for evidence and support) in (3 out of 4) trials.",,,,,,,['CCSS.ELA-Literacy.RI.8.1'],Reading,['Comprehension: Informational Text'],Cite and Explain Relevant Evidence,"Use [[ guided peer discussions | guided peer discussions ]], such as [[ think-pair-share | think-pair-share ]], in order to foster communication that will help students share and refine their ideas about the text. These discussions can increase comprehension and understanding of ideas in the text, which can support students in finding evidence. Providing supports for the discussion, such as structured protocols and sentence structures, can help students focus their ideas and give them a context through which to discuss their thoughts.",UDL III 8.3 Provide Multiple Means of Engagement: Foster collaboration and communication,Support students’ ability to select strong evidence by [[ highlighting |highlighting ]] possible evidence choices in the text. Providing multiple choice options gives students a scaffold that allows them to focus on fewer possibilities when finding evidence. Students can compare and contrast which piece of evidence provides the strongest support for a claim.,UDL II 5.3 Provide Multiple Means of Action and Expression: Build fluencies with graduated levels of support for practice and performance,"In order to help students focus on the skill of selecting strong evidence, use a [[ familiar text | familiar text ]] that students have read before. This support allows students to focus on the skill of finding evidence, rather than decoding or comprehending a new text. Using a familiar text on a familiar topic, or one that students have read multiple times, will provide greater levels of support.",UDL I 3.1 Provide Multiple Means of Representation: Activate or supply background knowledge,,,,,,
